created,salary_max,id,title,salary_min,salary_is_predicted,description,tag,category,area,location,company,contract_type
2023-06-28T01:09:29Z,60000.0,4173968966,Développeur(se) Fullstack senior (H-F),40000.0,0.0,"Fullstack Job: Développeur(se) Fullstack senior (H-F) L'équipe Talents IT s'engage à être réactive et présente pour répondre à vos demandes. Nos consultants ont pour vocation de vous accompagner dans la recherche de vos futurs experts IT, en CDI et en CDD, quel que soit votre secteur d'activité. Description du poste : Talents IT cabinet de recrutement national spécialisé dans les métiers de l'IT et du Digital proche de ses clients et candidats est résolument tourné vers l'humain. Notre équipe s…",it-jobs,Emplois Informatique,"['France', 'Bretagne', 'Ille-et-Vilaine', 'Rennes']","Rennes, Ille-et-Vilaine",Talents IT,
2023-07-03T03:12:01Z,80000.0,4185518202,Data Scientist Opération & Finance,60000.0,0.0,"Data Scientist Opération & Finance page is loaded Data Scientist Opération & Finance Apply locations Paris time type Full time posted on Posted 9 Days Ago job requisition id JOBREQ00078812 Lieu de travail : Basé au 136 avenue Charles de Gaulle, Neuilly-sur-Seine, des déplacements sont à prévoir occasionnellement sur nos sites en Europe. Rattachement hiérarchique : Head of Data Science & Advanced Analytics Business Services Platform Europe Contrat : CDI, temps plein. Votre rôle chez Chanel : La …",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris']","Paris, Ile-de-France","Chanel, Inc.",
2023-06-28T01:10:40Z,60000.0,4173978966,Développeur Informatique PHP/Symfony,40000.0,0.0,"Description du poste Le Cabinet de recrutement Manpower NANTES INFORMATIQUE recherche pour son client, un acteur du secteur des technologies de pointe, électrique et électronique, un Développeur informatique PHP (H/F) Au sein de l'équipe Développement, vous aurez les missions suivantes: Intervenir dans votre domaine de compétences favoris selon vos compétences et aspirations professionnelles : développement, lead technique, pilotage de projet, Participer à la conception et au développement de l…",it-jobs,Emplois Informatique,"['France', 'Pays de la Loire', 'Maine-et-Loire', 'Cholet']","Cholet, Maine-et-Loire",Nefer IT SARL,
2023-07-11T07:57:52Z,,4199599735,Administrateur Reseau H/F,,0.0,"Le Groupe PIMENT et ses marques spécialisées OPTIMA et KUBIC vous accompagnent tout au long de votre évolution professionnelle, en vous proposant des contrats en intérim, CDD, CDI, assistance technique, freelance dans de nombreux secteurs d'activité. Nous apportons une vision et des méthodes de recrutement centrées sur les qualités humaines. Pour cela, nous proposons à nos clients des solutions de recrutement sur-mesure. Notre mission : trouver l'entreprise qui correspond à vos attentes et inve…",it-jobs,Emplois Informatique,"['France', ""Provence-Alpes-Côte d'Azur"", 'Bouches-du-Rhône', 'Marseille', 'Aubagne']","Aubagne, Marseille",Groupe Piment,
2023-06-28T20:21:15Z,60000.0,4175372911,Développeur python / c (h/f),40000.0,0.0,"En tant que développeur(se) Python/C++, doté(e) d'une appétence Linux, tu : seras en charge de la conception, du développement et de la validation des applications produit. t'occuperas du suivi du processus de développement participeras à la maintenance des applications existantes développeras des outils en interne travailleras en collaboration avec le service exploitation et le service technique La stack technique : Python, C++, environnement Linux, MySql, Git, tests unitaires, test d'intégrat…",it-jobs,Emplois Informatique,"['France', 'Occitanie', 'Hérault', 'Lodève', ""Clermont-l'Hérault""]","Clermont-l'Hérault, Lodève",Urban Linker,
2023-08-05T12:36:35Z,60000.0,4244354002,Un.e chargé.e de développement des réseaux de chaleur,40000.0,0.0,"Un.e chargé.e de développement des réseaux de chaleur - Rouen - Métropole Rouen Normandie Référence de l'offre : PB04333/E3DR.DTE.23.17-BL Type d'emploi : Fonctionnaire / CDI Date limite de réponse à l'offre : 31/08/2023 Grade : Cadre d’emplois des ingénieurs territoriaux Au sein du service réseaux de chaleur et en lien avec le responsable du service et la chargée d’unité, vous pilotez le développement des réseaux de chaleur sur le territoire en collaboration avec les différentes directions de …",it-jobs,Emplois Informatique,"['France', 'Normandie', 'Seine-Maritime', 'Rouen']","Rouen, Seine-Maritime",Metropole Rouen Normandie,
2023-07-26T07:18:49Z,,4224118997,Ingenieur Infrastructure IT H/F,,0.0,"Dans le cadre d'un important avec un groupe leader dans son domaine, nous recherchons un Ingénieur Infrastructure IT. Intégré à l'équipe informatique et encadré par son responsable, vous êtes en charge de : Gérer l'ensemble de la configuration des systèmes informatiques du site : veiller à la fiabilité des systèmes et à la sécurité des données, superviser la maintenance des matériels et logiciels d'exploitation et assurer l'installation des équipements selon les standards du groupe. L'IT specia…",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Yvelines', 'Versailles', 'Vélizy-Villacoublay']","Vélizy-Villacoublay, Versailles",Informatis,
2023-06-28T01:09:47Z,60000.0,4173972423,Développeur Fullstack (H/F) - Nantes,40000.0,0.0,"Fondée en 1969, Cegedim est une entreprise innovante de technologies et de services spécialisée dans la gestion des flux numériques de l’écosystème santé et BtoB, ainsi que dans la conception de logiciels métiers destinés aux professionnels de santé et de l’assurance. Cegedim compte plus de 6000 collaborateurs dans plus de 10 pays et a réalisé un chiffre d’affaires de 555,6 millions d’euros en 2022. Cegedim est 6ème du truffle 100 en 2022 : https://www.truffle100.fr/2022.html et 9ème du top 250…",it-jobs,Emplois Informatique,"['France', 'Pays de la Loire', 'Loire-Atlantique', 'Nantes']","Nantes, Loire-Atlantique",CEGEDIM,
2023-08-01T20:25:32Z,60000.0,4236406420,Développeur fullstack PhP Senior (F/H),40000.0,0.0,"Qui est Dilitrust ? DiliTrust est LA solution SaaS de référence utilisant l’IA pour accompagner les directions juridiques et la gouvernance d’entreprise. Nous améliorons le quotidien des juristes, des conseils et des dirigeants, en apportant des solutions sécurisées qui accélèrent leur transformation digitale. La suite DiliTrust Governance révèle tout le savoir faire de nos clients, leur simplifie le quotidien avec des solutions technologiques avancées et un service “premium”, au plus proche de…",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Hauts-de-Seine', 'Nanterre', 'Puteaux']","Puteaux, Nanterre",DiliTrust,
2023-07-21T06:24:24Z,,4216194747,Chef de Projet Senior IT E-Commerce - CDI H/F,,0.0,"Présentation Wonderbox est le leader européen des coffrets cadeaux et le spécialiste dans la vente d'activités de loisirs sur internet. Avec près de 450 collaborateurs, et un chiffre d'affaires de 250 millions d'Euros, nos produits sont distribués en France, Espagne, Italie, Belgique, Suisse, Pays-Bas, Portugal, Danemark, Suède, Norvège et USA. Notre mission ? Réaliser les rêves de nos clients et leur offrir des solutions originales de cadeaux clés en main dans l'univers des loisirs (Bien-être,…",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris', '1er Arrondissement']","1er Arrondissement, Paris",Wonderbox,
2023-07-14T11:24:54Z,60000.0,4205502465,Incident Manager - Lille H/F,40000.0,0.0,"L'activité Workplace Infra Innovation Services d'Econocom recrute un Incident Manager H/F pour accompagner les projets de transformation digitale d'un client grand compte dans la région lilloise. Vous intégrez l'agence Nord Normandie pour participer à des projets d'envergures chez un client grand compte. Au sein du pôle de compétences spécialisée dans la gestion des processus et de la qualité, vous évoluez sur les missions suivantes : Missions de Knowledge Manager : Gérer la base de connaissanc…",it-jobs,Emplois Informatique,['France'],France,Econocom,
2023-07-20T07:52:41Z,,4214429199,Développeur Front-End - Alternance 69 H/F,,0.0,"L'entreprise Il s'agit d'une entreprise qui édite, héberge et intègre des solutions à destination d'établissements publics et privés dans le domaine médical. Vous êtes en recherche d'un nouveau challenge professionnel après une première expérience significative en développement front-end ? Vous souhaitez contribuer à votre façon au domaine de la santé ? Description du poste Rattaché.e au département solutions (qui regroupe Dev  QA  Design  Produit  Infra), vous êtes intégré.e à une équipe hybri…",it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône']","Rhône, Auvergne-Rhône-Alpes",Live Campus,
2023-08-14T10:02:02Z,80000.0,4259011101,Lead développeur Back-end IoT (F/H),60000.0,0.0,"Atral Security fait partie du Groupe Atraltech, leader en technologies de sécurité anti-intrusion et anti-incendie professionnelles en Europe, présent en France, en Allemagne et en Italie, dont deux usines situées en France : Chavanod (Haute-Savoie) et Villard Bonnot (Isère). Le Groupe Atraltech compte plus de 350 collaborateurs dans le monde, réinvestit 10% de son chiffre d’affaires en R&D, et dispose d’un réel savoir-faire, avec plus de 50 ingénieurs et techniciens dédiées à l’élaboration de …",it-jobs,Emplois Informatique,['France'],France,Atraltech,
2023-08-01T21:34:52Z,450.0,4236480836,Senior Java Développeur (IT),350.0,0.0,"Chez EyeTech Solutions, nous recherchons un Senior Java Développeur talentueux et passionné, ayant une expérience en conception et développement de logiciels pour des environnements distribués, en tirant parti des microservices et de l'architecture cloud. Le candidat idéal aura une solide compréhension des motifs de conception asynchrones et axés sur les événements, des environnements AWS et des méthodologies agiles. En tant que Senior Java Développeur, vous serez responsable de concevoir et dé…",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris', '9ème Arrondissement']","9ème Arrondissement, Paris",EYETECH SOLUTIONS,contract
2023-08-05T06:06:49Z,46000.0,4243883229,Expert Fonctionnel SIRH et Gta H/F,42000.0,0.0,"Page Personnel Ressources Humaines dispose d'une solide expérience pour accompagner ses clients dans leurs prochains recrutements de Techniciens, d'Agents de Maîtrise et de cadres de premier niveau. Nous intervenons dans tous les secteurs d'activité, pour tous types d'entreprises et nos principaux recrutements concernent des postes de Gestionnaire de Paie, d'Assistant RH, de Chargé de Recrutement. Nous recherchons pour notre client un Expert Fonctionnel SIRH et GTA. Poste basé sur la commune de…",it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Limonest']","Limonest, Lyon",Page Personnel,
2023-07-14T08:23:44Z,80000.0,4205077956,Architecte OMS,60000.0,0.0,"France / Freelance / Paris / Architecte / OMS / E-commerce / Salesforce Je recherche actuellement un Architecte sur la partie OMS pour une mission en Ile de France. Des connaissances Salesforce et/ou e-commerce sont un plus mais le besoin est sur la partie OMS Description : vous êtes le garant des solutions techniques, point de contact privilégié pour toute nouvelle conception ou intégration d'un nouveau service. L'architecte IT digital est le pivot entre les équipes projets agiles et l'équipe …",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris']","Paris, Ile-de-France",Lawrence Harvey Search & Selection,
2023-07-21T06:24:48Z,,4216197364,Developpeur C# H/F,,0.0,"Description entreprise : Rejoindre AKANEA, c'est rejoindre une entreprise de 250 salariés, filiale du groupe ISAGRI, avec un ambitieux projet de croissance, acteur majeur de ses marchés équipant de très belles références avec une large gamme innovante et fiable. C'est aussi intégrer une entreprise certifiée Great Place to Work, autrement dit où il fait bon travailler avec les valeurs humaines comme élément clé de sa réussite (10% de croissance/an). L'équipe dynamique et joviale d'AKANEA vous at…",it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Limonest']","Limonest, Lyon",Akanea Développement,
2023-06-28T01:09:13Z,60000.0,4173965784,Head Hunter / Manager(euse) de l'équipe tech de notre bureau de Bordeaux - 60/80 k€,40000.0,0.0,"Head Hunter / Manager(euse) de l'équipe tech de notre bureau de Bordeaux - 60/80 k€ Head Hunter / Manager(euse) de l'équipe tech de notre bureau de Bordeaux - 60/80 k€ Offre publiée le 10-09-2021. Bordeaux Fonction Directeur de clientele Taille entreprise de 11 à 20 Teletravail partiel Expérience 6 à 10 ans Expérience Plus de 10 ans Nous recrutons l es équipes de la French Tech (Blablacar, Sézane, Getaround, Payfit, ) et construisons le cabinet de chasse référent dans le recrutement des talents…",it-jobs,Emplois Informatique,"['France', 'Nouvelle-Aquitaine', 'Gironde', 'Bordeaux']","Bordeaux, Gironde",Data Recrutement,
2023-08-05T11:28:42Z,80000.0,4244208360,Chef de Projets MOA D365 F&O TMS - Client Final - Déploiement ERP International H/F,60000.0,0.0,"Chef de Projets MOA D365 F&O TMS - Client Final - Déploiement ERP International H/F Leader de la distribution de produits pharmaceutiques à l'étranger ERP - Dynamics - 365 - F&O - WMS/TMS - International - Déploiement Notre client est le leader de la distribution de produits pharmaceutiques à l'étranger. Dans le cadre d'un projet d'envergure de changement d'ERP, le client recherche un Chef Projets MOA MS Dynamics 365 F&O qui interviendra sur la partie TMS, dans le paramétrage et le déploiement …",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Hauts-de-Seine', 'Boulogne-Billancourt']","Boulogne-Billancourt, Hauts-de-Seine",Michael Page ,
2023-07-11T07:57:58Z,,4199602268,Analyste Developpeur Mainframe H/F,,0.0,"HN est une Entreprise de Services Numériques fondée en 1983, composée de plus de 1650 collaborateurs. Nous accompagnons nos clients, des groupes institutionnels diversifiés (banque, assurance, distribution, industrie, services), dans l'évolution permanente de leurs systèmes d'informations. Nous sommes présents en France (Paris, Lille, Nantes & Aix-en-Provence) et à l'international (Bucarest, Madrid, Lisbonne, Luxembourg & New-York) Nos métiers : MOE, BI, MOA, Prod/infra sur plus de 130 clients …",it-jobs,Emplois Informatique,"['France', 'Ile-de-France']","Ile-de-France, France",HN Services,
2023-06-28T01:10:35Z,60000.0,4173977913,Ingénieur·e Java Fullstack H/F,40000.0,0.0,"Vous êtes développeur Java et on vous reconnait pour votre créativité ? Aujourd’hui, vous avez envie d’intégrer une équipe au sein de laquelle vous pourrez apprendre et partager vos connaissances ? Alors, nous avons la mission qu’il vous faut  Nous recherchons un profil Ingénieur Java Fullstack (70% Back et 30% Front) pour rejoindre la DSI de notre client dans le secteur Bancaire. En relation avec le leader technique et le chef de projet fonctionnel, vous prendrez en charge les différents besoi…",it-jobs,Emplois Informatique,['France'],France,Attineos,
2023-07-21T06:24:00Z,60000.0,4216186504,Ingénieur Système Métriques de Performance H/F,35000.0,0.0,"Qui sommes nous Euro-Information, filiale technologique de Crédit Mutuel Alliance Fédérale, conçoit, réalise, maintient et exploite un système d'information commun utilisé par le Groupe. Les activités de développement et de production informatique au niveau national et international sont assurées par environ 4000 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes. Première Banque à adop…",it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Tassin-la-Demi-Lune']","Tassin-la-Demi-Lune, Lyon",EURO INFORMATION PRODUCTION,
2023-08-11T06:45:11Z,40000.0,4254633003,Chef de Projet Applicatif H/F,35000.0,0.0,"Vous voulez intégrer une PME en pleine croissance ? Une équipe dynamique ? Des projets intéressants ? Rejoignez les équipes de notre client partenaire en tant que Chef de projet F/H, votre rôle sera de coordonner le déploiement de la solution logicielle chez les nouveaux clients. Vos responsabilités seront les suivantes : - Réaliser l'analyse et valider la reprise des données en collaboration avec notre référent ""récupération de données"" - Effectuer le paramétrage des solutions - Assurer la for…",it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Décines-Charpieu']","Décines-Charpieu, Lyon",Groupagora,
2023-07-11T19:53:49Z,60000.0,4200462848,IT Project Manager (Remote Brazil),40000.0,0.0,"Job Description Rimini Street, Inc., is a fast-growing global leader delivering unified software support and services. We empower licensees of Oracle, SAP, IBM, Microsoft, Salesforce®, and other cloud and locally hosted enterprise software to extract more value from their investments, advance innovation, create competitive advantage, and fuel growth. With nearly 5000 clients served to date, we are the largest independent, full-stack ERP support and services company. Organizations who rely on ou…",it-jobs,Emplois Informatique,['France'],France,"Rimini Street, Inc.",
2023-07-21T06:23:58Z,,4216185999,Ingenieur Support Applicatif H/F,,0.0,"Rôle/Finalité de l'emploi : - Identifier, analyser et corriger les différents incidents signalés par les utilisateurs afin de garantir un service de qualité aux utilisateurs Missions principales : - Identifier les anomalies et proposer des solutions de contournement - Développer des correctifs et les déployer en production - Communiquer et rédiger des comptes rendus à propos des incidents - Animer et participer à la gestion des crises - Mettre à disposition des procédures d'assistance - Partici…",it-jobs,Emplois Informatique,"['France', 'Normandie', 'Calvados']","Calvados, Normandie",EM Normandie RH,
2023-08-01T20:23:11Z,60000.0,4236397989,Cloud Architect (F/M/X),40000.0,0.0,"SKEEPERS is an innovative group that is changing the world of customer experience. With a strong international ambition, SKEEPERS helps brands generate value by and for their customers. With its' one for all platform, SKEEPERS provides brands with a complete solution that allows them to prescriptively activate data collected from customer feedback for marketing purposes. Recognised as a high-growth group, SKEEPERS has already made it into the Next120 ranking one of the most innovative SaaS comp…",it-jobs,Emplois Informatique,"['France', ""Provence-Alpes-Côte d'Azur"", 'Bouches-du-Rhône', 'Marseille']","Marseille, Bouches-du-Rhône",SKEEPERS Group,
2023-07-26T07:18:58Z,,4224120561,Senior Data Scientist H/F,,0.0,"About PriceHubble PriceHubble is a PropTech company, set to radically improve the understanding and transparency of real estate markets based on data-driven insights. We aggregate and analyse a wide variety of data, run big data analytics and use state-of-the art machine learning to generate stable and reliable valuations and predictive analytics for the real estate market. We are headquartered in Zürich, with offices in Paris, Berlin, Hamburg, Vienna, Amsterdam and Tokyo. We work on internatio…",it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris']","Paris, Ile-de-France",PriceHubble,
2023-07-11T07:58:09Z,65000.0,4199606815,Architecte Azure H/F,55000.0,0.0,"Rejoindre UTIGroup, c'est rejoindre une Société à taille humaine qui investit sur l'accompagnement de ses Consultants, et où la prise de décision est rapide. Certifiée ISO 9001/2015, UTIGroup a eu 35 ans en 2021. Solidité et transparence financière (notre société est cotée en Bourse depuis plus de 20 ans Notation ECO-Vadis exceptionnelle (73/100) : niveau PLATINIUM (RSE, éthique, social et achats responsables) UTIGroup respecte les textes internationaux, européens et la législation Française en…",it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône']","Rhône, Auvergne-Rhône-Alpes",Utigroup,
2023-07-29T06:03:29Z,50000.0,4230218069,Product Owner Responsable d'Applications H/F,40000.0,0.0,"CNAM Participez à la performance et la qualité d'un système d'information de tout premier plan en France voire en Europe : 60 millions de bénéficiaires,  de 1500 informaticiens, 1 milliard de feuilles de soin électroniques par an, 80.000 utilisateurs, le site Ameli est le 3ème site internet de service public consulté avec des télé services pour les assurés, les professionnels de santé et les entreprises, une capacité de stockage des données de plus de 500 To Au sein de la DDSI, la direction du …",it-jobs,Emplois Informatique,"['France', 'Pays de la Loire', 'Maine-et-Loire', 'Angers', 'Angers-Est']","Angers-Est, Angers",Lasecurecrute.fr,
2023-06-28T01:09:56Z,60000.0,4173973442,".Net Core Developer for IT Company in SURAT,GUJARAT",40000.0,0.0,".Net Core Developer for IT Company in SURAT,GUJARAT Work Experience: 2.0 Year(s) To 5.0 Year(s) Function: IT Software- Application Programming / Maintenance Industry: IT-Software/Software Services Responsibilities: • Translate application storyboards and use cases into functional applications. • Design, build and maintain efficient, reusable, and reliable code. • Integrate data storage solutions. • Participate in requirements analysis. • Collaborate with internal teams to produce software desig…",it-jobs,Emplois Informatique,['France'],France,Apt Resources Private Limited,
2023-07-26T07:19:01Z,,4224121031,Développeur Fullstack - Nantes H/F,,0.0,"Fondée en 1969, Cegedim est une entreprise innovante de technologies et de services spécialisée dans la gestion des flux numériques de l'écosystème santé et BtoB, ainsi que dans la conception de logiciels métiers destinés aux professionnels de santé et de l'assurance. Cegedim compte plus de 6000 collaborateurs dans plus de 10 pays et a réalisé un chiffre d'affaires de 555, 6 millions d'Euros en 2022. Cegedim est 6ème du truffle 100 en 2022 : https://www.truffle100.fr/2022.html et 9ème du top 25…",it-jobs,Emplois Informatique,"['France', 'Pays de la Loire', 'Loire-Atlantique', 'Nantes', 'Rezé']","Rezé, Nantes",Cegedim,
2023-08-05T12:30:19Z,60000.0,4244333764,IT-Administrator:in & User Support (m/w/d),40000.0,0.0,"Deine Tätigkeit Eigenverantwortliche Betreuung der BAUR IT Hard- & Software als Administrator:in Betreuung von Netzwerken, Windows Server- und Client-Systemen, Drucker sowie Windows-Betriebssystemen und Office-Standard-Programmen First-Level-Support für Mitarbeiter:innen Aktive Beteiligung an IT-Projekten Dein Profil Abgeschlossenes Informatikstudium Erste einschlägige Berufserfahrung von Vorteil Gute Englischkenntnisse Selbstständige und genaue Arbeitsweise Zuverlässige und kommunikative Persö…",it-jobs,Emplois Informatique,['France'],France,Oehweb,
